trans_id,lang,translation
中央通り四丁目,ko,추오도리욘초메
中央通り四丁目,zh-cn,中央通四丁目
中央通り四丁目,zh-tw,中央通四丁目
丸市尾,ja,丸市尾
丸市尾,ja-Hrkt,まるいちび
丸市尾,en,Maruichibi
丸市尾,ko,마루이치비
丸市尾,zh-cn,丸市尾
丸市尾,zh-tw,丸市尾
上野丘公園,ja,上野丘公園
上野丘公園,ja-Hrkt,うえのがおかこうえん
上野丘公園,en,Uenogaoka Koen
上野丘公園,ko,우에노가오카코엔
上野丘公園,zh-cn,上野丘公园
上野丘公園,zh-tw,上野丘公園
萩原堺町,ja,萩原堺町
萩原堺町,ja-Hrkt,はぎわらさかいまち
楠木生,en,Kusugyu
楠木生,ko,구스규
楠木生,zh-cn,楠木生
楠木生,zh-tw,楠木生
田尾の下,ja-Hrkt,たおのした
田尾の下,en,Taonoshita
田尾の下,ko,다오노시타
田尾の下,zh-cn,田尾之下
田尾の下,zh-tw,田尾之下
中の瀬団地入口,ja,中の瀬団地入口
中の瀬団地入口,ja-Hrkt,なかのせだんちいりぐち
中の瀬団地入口,en,Nakanose Danchi Iriguchi
中の瀬団地入口,ko,나카노세단치이리구치
中の瀬団地入口,zh-cn,中之濑团地入口
中の瀬団地入口,zh-tw,中之瀨團地入口
上市本村,en,Kamiichi Hommura
上市本村,ko,가미이치혼무라
上市本村,zh-cn,上市本村
上市本村,zh-tw,上市本村
田尻ＧＨ西,ja,田尻ＧＨ西
田尻ＧＨ西,ja-Hrkt,たじりぐりーんはいつにし
田尻ＧＨ西,en,Tajiri Green Heights Nishi
田尻ＧＨ西,ko,다지리그린하이츠니시
田尻ＧＨ西,zh-cn,田尻绿地住宅区西
田尻ＧＨ西,zh-tw,田尻綠地公寓西
杉原,en,Sugibaru
杉原,ko,스기바루
杉原,zh-cn,杉原
杉原,zh-tw,杉原
横尾,en,Yokoo
横尾,ko,요코오
横尾,zh-cn,横尾
横尾,zh-tw,橫尾
へつぎ病院前,en,Hetsugi Byoin Mae
へつぎ病院前,ko,헤쓰기뵤인마에
へつぎ病院前,zh-cn,户次医院前
へつぎ病院前,zh-tw,戶次醫院前
下郡工業団地,ja,下郡工業団地
下郡工業団地,ja-Hrkt,しもごおりこうぎょうだんち
下郡工業団地,en,Shimogori Kogyo Danchi
下郡工業団地,ko,시모고리코교단치
下郡工業団地,zh-cn,下郡工业团地
下郡工業団地,zh-tw,下郡工業團地
下横瀬,ja,下横瀬
下横瀬,ja-Hrkt,しもよこせ
筒井,ja,筒井
筒井,ja-Hrkt,つつい
筒井,en,Tsutsui [Oita]
筒井,ko,쓰쓰이 [오이타]
筒井,zh-cn,筒井［大分］
筒井,zh-tw,筒井［大分］
蒲江トンネル入口,ja,蒲江トンネル入口
蒲江トンネル入口,ja-Hrkt,かまえとんねるいりぐち
西集会場前,ja,西集会場前
西集会場前,ja-Hrkt,にししゅうかいじょうまえ
西集会場前,en,Nishi Shukaijo Mae
西集会場前,ko,니시슈카이조마에
西集会場前,zh-cn,西集會場前
西集会場前,zh-tw,西集会场前
下鬼崎,ja,下鬼崎
下鬼崎,ja-Hrkt,しもおにざき
下鬼崎,en,Shimo Nizaki
下鬼崎,ko,시모오니자키
下鬼崎,zh-cn,下鬼崎
下鬼崎,zh-tw,下鬼崎
鍛治屋橋,en,Kajiyabashi [Usuki]
鍛治屋橋,ko,가지야바시 [우스키]
鍛治屋橋,zh-cn,锻治屋桥［臼杵］
鍛治屋橋,zh-tw,鍛治屋橋［臼杵］
ふじが丘東口,en,Fujigaoka Higashiguchi
ふじが丘東口,ko,후지가오카히가시구치
ふじが丘東口,zh-cn,富士丘东口
ふじが丘東口,zh-tw,富士丘東口
オアシス広場前,ja,オアシス広場前
オアシス広場前,ja-Hrkt,おあしすひろばまえ
梅が丘二丁目南,en,Umegaoka 2 Chome Minami
梅が丘二丁目南,ko,우메가오카니초메미나미
梅が丘二丁目南,zh-cn,梅丘二丁目南
梅が丘二丁目南,zh-tw,梅丘二丁目南
地松浦,ja,地松浦
地松浦,ja-Hrkt,じまつら
地松浦,en,Jimatsura
地松浦,ko,지마쓰라
地松浦,zh-cn,地松浦
地松浦,zh-tw,地松浦
森,ja,森
森,ja-Hrkt,もり
森,en,Mori
森,ko,모리
森,zh-cn,森
森,zh-tw,森
波津久,en,Hazuku
波津久,ko,하즈쿠
波津久,zh-cn,波津久
波津久,zh-tw,波津久
坂の市,ja,坂の市
坂の市,ja-Hrkt,さかのいち
上餅田,ja,上餅田
上餅田,ja-Hrkt,かみもちだ
上古野,ja,上古野
上古野,ja-Hrkt,かみふるの
上古野,en,Kami Furuno
上古野,ko,가미후루노
上古野,zh-cn,上古野
上古野,zh-tw,上古野
落谷,ja,落谷
落谷,ja-Hrkt,おちだに
落谷,en,Ochidani
落谷,ko,오치다니
落谷,zh-cn,落谷
落谷,zh-tw,落谷
田尻ＧＨ東,ja,田尻ＧＨ東
田尻ＧＨ東,ja-Hrkt,たじりぐりーんはいつひがし
大塔,ja,大塔
大塔,ja-Hrkt,おおと
市場前,ja,市場前
市場前,ja-Hrkt,いちばまえ
障子岩,ja,障子岩
障子岩,ja-Hrkt,しょうじいわ
障子岩,en,Shojiiwa
障子岩,ko,쇼지이와
障子岩,zh-cn,障子岩
障子岩,zh-tw,障子岩
御旅所前,ja,御旅所前
御旅所前,ja-Hrkt,おたびしょまえ
御旅所前,en,Otabisho Mae
御旅所前,ko,오타비쇼마에
御旅所前,zh-cn,御旅所前
御旅所前,zh-tw,御旅所前
川添小学校前,en,Kawazoe Shogakko Mae
川添小学校前,ko,가와조에쇼갓코마에
川添小学校前,zh-cn,川添小学校前
川添小学校前,zh-tw,川添小學校前
角子原,ja,角子原
角子原,ja-Hrkt,つのごはる
角子原,en,Tsunogoharu
角子原,ko,쓰노고하루
角子原,zh-cn,角子原
角子原,zh-tw,角子原
二豊団地入口,ja,二豊団地入口
二豊団地入口,ja-Hrkt,にほうだんちいりぐち
内田,ja,内田
大在駅裏,en,Ozai Eki Ura
大在駅裏,ko,오자이에키우라
大在駅裏,zh-cn,大在站里
大在駅裏,zh-tw,大在站裏
大平,ja,大平
大平,ja-Hrkt,おひら
大平,en,Ohira
大平,ko,오히라
大平,zh-cn,大平
大平,zh-tw,大平
稲葉,ja,稲葉
稲葉,ja-Hrkt,いなば
京地,ja,京地
京地,ja-Hrkt,きょうじ
京地,en,Kyoji
京地,ko,교지
京地,zh-cn,京地
京地,zh-tw,京地
中河原,ja,中河原
中河原,ja-Hrkt,なこうら
中河原,en,Nakagahara
中河原,ko,나카가하라
中河原,zh-cn,中河原
中河原,zh-tw,中河原
大中尾,en,Onakao
大中尾,ko,오나카오
大中尾,zh-cn,大中尾
大中尾,zh-tw,大中尾
萌葱台中央,ja,萌葱台中央
萌葱台中央,ja-Hrkt,もえぎだいちゅうおう
松が丘中央,en,Matsugaoka Chuo
松が丘中央,ko,마쓰가오카추오
松が丘中央,zh-cn,松丘中央
松が丘中央,zh-tw,松丘中央
鶴崎,ja,鶴崎
鶴崎,ja-Hrkt,つるさき
保健所前,ja,保健所前
保健所前,ja-Hrkt,ほけんじょまえ（さいき）
興聖寺前,ja,興聖寺前
興聖寺前,ja-Hrkt,こうしょうじまえ
横瀬小学校入口,ja,横瀬小学校入口
横瀬小学校入口,ja-Hrkt,よこせしょうがっこういりぐち
横瀬小学校入口,en,Yokose Shogakko Iriguchi
横瀬小学校入口,ko,요코세쇼갓코이리구치
横瀬小学校入口,zh-cn,横濑小学校入口
横瀬小学校入口,zh-tw,橫瀨小學校入口
城北,ja,城北
城北,ja-Hrkt,じょうほく
城北,en,Johoku
城北,ko,조호쿠
城北,zh-cn,城北
城北,zh-tw,城北
猪串,ja-Hrkt,いのくし
猪串,en,Inokushi
猪串,ko,이노쿠시
猪串,zh-cn,猪串
猪串,zh-tw,豬串
富士見が丘入口,ja,富士見が丘入口
富士見が丘入口,ja-Hrkt,ふじみがおかいりぐち
富士見が丘入口,en,Fujimigaoka Iriguchi
富士見が丘入口,ko,후지미가오카이리구치
富士見が丘入口,zh-cn,富士见丘入口
富士見が丘入口,zh-tw,富士見丘入口
椿が丘団地入口,ja,椿が丘団地入口
椿が丘団地入口,ja-Hrkt,つばきがおかだんちいりぐち
椿が丘団地入口,en,Tsubakigaoka Danchi Iriguchi
椿が丘団地入口,ko,쓰바키가오카단치이리구치
椿が丘団地入口,zh-cn,椿丘团地入口
椿が丘団地入口,zh-tw,椿丘團地入口
末広町,ja,末広町
末広町,ja-Hrkt,すえひろまち
末広町,en,Suehiromachi
末広町,ko,스에히로마치
末広町,zh-cn,末广町
末広町,zh-tw,末廣町
大志生木西,ja,大志生木西
大志生木西,ja-Hrkt,おおじゅうきにし
公園通り中央,ja,公園通り中央
公園通り中央,ja-Hrkt,こうえんどおりちゅうおう
公園通り中央,en,Koen Dori Chuo
公園通り中央,ko,코엔도리추오
公園通り中央,zh-cn,公园通中央
公園通り中央,zh-tw,公園通中央
大志生木西,en,Ojuuki Nishi
大志生木西,ko,오주키니시
大志生木西,zh-cn,大志生木西
大志生木西,zh-tw,大志生木西
古国府,ja,古国府
古国府,ja-Hrkt,ふるごう
明治北団地中,ja,明治北団地中
明治北団地中,ja-Hrkt,めいじきただんちなか
富士見が丘南,en,Fujimigaoka Minami
富士見が丘南,ko,후지미가오카미나미
富士見が丘南,zh-cn,富士见丘南
富士見が丘南,zh-tw,富士見丘南
栗流,ja,栗流
栗流,ja-Hrkt,くりながれ
下宗方,ja,下宗方
下宗方,ja-Hrkt,しもむなかた
大分こども病院前,ja,大分こども病院前
大分こども病院前,ja-Hrkt,おおいたこどもびょういんまえ
大分こども病院前,en,Oita Kodomo Byoin Mae
大分こども病院前,ko,오이타코도모뵤인마에
大分こども病院前,zh-cn,大分儿童医院前
大分こども病院前,zh-tw,大分兒童醫院前
明野北小学校前,ja,明野北小学校前
明野北小学校前,ja-Hrkt,あけのきたしょうがっこうまえ
明野北小学校前,en,Akeno Kita Shogakko Mae
明野北小学校前,ko,아케노키타쇼갓코마에
明野北小学校前,zh-cn,明野北小学校前
明野北小学校前,zh-tw,明野北小學校前
神崎中学校前,en,Kozaki Chugakko Mae
神崎中学校前,ko,고자키추갓코마에
神崎中学校前,zh-cn,神崎中学校前
神崎中学校前,zh-tw,神崎中學校前
羽屋入口,ja,羽屋入口
羽屋入口,ja-Hrkt,はやいりぐち
さつき町,ja,さつき町
さつき町,ja-Hrkt,さつきまち
居村,en,Imura
居村,ko,이무라
居村,zh-cn,居村
居村,zh-tw,居村
片野,ja,片野
片野,ja-Hrkt,かたの
片野,en,Katano
片野,ko,가타노
片野,zh-cn,片野
片野,zh-tw,片野
歴史資料館前,en,Rekishi Shiryokan Mae
歴史資料館前,ko,레키시시료칸마에
歴史資料館前,zh-cn,历史资料馆前
歴史資料館前,zh-tw,歷史資料館前
南太平寺入口,ja,南太平寺入口
南太平寺入口,ja-Hrkt,みなみたいへいじいりぐち
勝尾,en,Katsuo
勝尾,ko,가쓰오
勝尾,zh-cn,胜尾
勝尾,zh-tw,勝尾
京が丘ペガサス公園,ja,京が丘ペガサス公園
京が丘ペガサス公園,ja-Hrkt,きょうがおかぺがさすこうえん
京が丘南４丁目,ja,京が丘南４丁目
京が丘南４丁目,ja-Hrkt,きょうがおかみなみよんちょうめ
京が丘南４丁目,en,Kyogaoka Minami 4 Chome
京が丘南４丁目,ko,교가오카미나미욘초메
京が丘南４丁目,zh-cn,京丘南４丁目
京が丘南４丁目,zh-tw,京丘南４丁目
敷戸東,ja,敷戸東
敷戸東,ja-Hrkt,しきどひがし
梅が丘二丁目北,ja,梅が丘二丁目北
梅が丘二丁目北,ja-Hrkt,うめがおかにちょうめ
常行,en,Tsuneyuki
常行,ko,쓰네유키
常行,zh-cn,常行
常行,zh-tw,常行
宮河内団地入口,en,Niyakawachi Danchi Iriguchi
宮河内団地入口,ko,미야카와치단치이리구치
宮河内団地入口,zh-cn,宫河内团地入口
宮河内団地入口,zh-tw,宮河內團地入口
海崎駅,en,Kaizaki Eki
海崎駅,ko,가이자키에키
海崎駅,zh-cn,海崎站
海崎駅,zh-tw,海崎站
米良バイパス入口,ja,米良バイパス入口
米良バイパス入口,ja-Hrkt,めらばいぱすいりぐち
米良バイパス入口,en,Mera Bypass Iriguchi
米良バイパス入口,ko,메라바이패스이리구치
米良バイパス入口,zh-cn,米良迂回路入口
米良バイパス入口,zh-tw,米良外環道入口
入江橋,ja,入江橋
入江橋,ja-Hrkt,いりえばし
田の浦,en,Tanoura [Saiki]
田の浦,ko,다노우라 [사이키]
田の浦,zh-cn,田之浦［佐伯］
田の浦,zh-tw,田之浦［佐伯］
南太平寺入口,en,Minami Taiheiji Iriguchi
南太平寺入口,ko,미나미타이헤이지이리구치
南太平寺入口,zh-cn,南太平寺入口
南太平寺入口,zh-tw,南太平寺入口
二又,en,Futamata [Oita]
二又,ko,후타마타 [오이타]
二又,zh-cn,二又［大分］
二又,zh-tw,二又［大分］
夏井じげ,ja,夏井じげ
夏井じげ,ja-Hrkt,なついじげ
夏井じげ,en,Natsuijige
夏井じげ,ko,나쓰이지게
夏井じげ,zh-cn,夏井地下
夏井じげ,zh-tw,夏井地下
竹の浦,ja,竹の浦
竹の浦,ja-Hrkt,たけのうら
竹の浦,en,Takenoura
竹の浦,ko,다케노우라
竹の浦,zh-cn,竹之浦
竹の浦,zh-tw,竹之浦
二豊団地東,ja,二豊団地東
二豊団地東,ja-Hrkt,にほうだんちひがし
二豊団地東,en,Niho Danchi Higashi
二豊団地東,ko,니호단치히가시
二豊団地東,zh-cn,二丰团地东
二豊団地東,zh-tw,二豐團地東
池の平,en,Ikenohira
池の平,ko,이케노히라
池の平,zh-cn,池之平
池の平,zh-tw,池之平
下川成,en,Shimo Kawanari
下川成,ko,시모카와나리
下川成,zh-cn,下川成
下川成,zh-tw,下川成
小野市,ja,小野市
植松,en,Uematsu [Saikishi]
植松,ko,우에마쓰 [사이키시]
植松,zh-cn,植松［佐伯市］
植松,zh-tw,植松［佐伯市］
敷戸西,en,Shikido Nishi
敷戸西,ko,시키도니시
敷戸西,zh-cn,敷户西
敷戸西,zh-tw,敷戶西
上浦振興局前,en,Kamiura Shinkokyoku Mae
上浦振興局前,ko,가미우라신코쿄쿠마에
上浦振興局前,zh-cn,上浦振興局前
上浦振興局前,zh-tw,上浦振兴局前
古ヶ鶴公民館入口,ja,古ヶ鶴公民館入口
古ヶ鶴公民館入口,ja-Hrkt,こがづるこうみんかんいりぐち
古ヶ鶴公民館入口,en,Kogazuru Kominkan Iriguchi
古ヶ鶴公民館入口,ko,고가즈루코민칸이리구치
古ヶ鶴公民館入口,zh-cn,古鹤公民馆入口
古ヶ鶴公民館入口,zh-tw,古鶴公民館入口
井手野津留,ja,井手野津留
ホルトホール大分,en,Horuto Hall Oita
ホルトホール大分,ko,홀트홀오이타
ホルトホール大分,zh-cn,杜英大厅大分
ホルトホール大分,zh-tw,杜英大廳大分
田尻ＧＨ南,ja,田尻ＧＨ南
田尻ＧＨ南,ja-Hrkt,たじりぐりーんはいつみなみ
上田町,ja,上田町
上田町,ja-Hrkt,うえだまち
堤内,en,Hisagiuchi
堤内,ko,히사기우치
堤内,zh-cn,堤內
堤内,zh-tw,堤内
真光寺,ja,真光寺
真光寺,ja-Hrkt,しんこうじ
国分入口,ja,国分入口
国分入口,ja-Hrkt,こくぶいりぐち
国分入口,en,Kokubu Iriguchi
国分入口,ko,고쿠부이리구치
国分入口,zh-cn,国分入口
国分入口,zh-tw,國分入口
大南団地南,ja,大南団地南
大南団地南,ja-Hrkt,だいなんだんちみなみ
大南団地南,en,Dainan Danchi Minami
大南団地南,ko,다이난단치미나미
大南団地南,zh-cn,大南团地南
大南団地南,zh-tw,大南團地南
皆春団地,ja,皆春団地
皆春団地,ja-Hrkt,みなはるだんち
家畜市場,ja,家畜市場
小向,ja,小向
小向,ja-Hrkt,こむかい
小向,en,Komukai
小向,ko,고무카이
小向,zh-cn,小向
小向,zh-tw,小向
東灘,ja,東灘
東灘,ja-Hrkt,ひがしなだ
東灘,en,Higashinada
東灘,ko,히가시나다
東灘,zh-cn,東灘
東灘,zh-tw,东滩
樫の浦,ja,樫の浦
樫の浦,ja-Hrkt,かしのうら
樫の浦,en,Kashinoura
樫の浦,ko,가시노우라
樫の浦,zh-cn,樫之浦
樫の浦,zh-tw,樫之浦
迫,ja,迫
迫,ja-Hrkt,さこ
迫,en,Sako [Oita]
迫,ko,사코 [오이타]
迫,zh-cn,迫［大分］
迫,zh-tw,迫［大分］
羽屋新町,ja,羽屋新町
羽屋新町,ja-Hrkt,はやしんまち
三海橋,en,Sankaibashi
三海橋,ko,산카이바시
三海橋,zh-cn,三海桥
三海橋,zh-tw,三海橋
運輸支局前,en,Un-yu Shikyoku Mae
運輸支局前,ko,운유시쿄쿠마에
運輸支局前,zh-cn,运输支局前
運輸支局前,zh-tw,運輸支局前
井手野津留,ja-Hrkt,いでのつる
井手野津留,en,Idenotsuru
井手野津留,ko,이데노쓰루
井手野津留,zh-cn,井手野津留
井手野津留,zh-tw,井手野津留
金池,en,Kanaike
金池,ko,가나이케
金池,zh-cn,金池
金池,zh-tw,金池
横瀬,en,Yokose
横瀬,ko,요코세
横瀬,zh-cn,横濑
横瀬,zh-tw,橫瀨
波越入口,ja,波越入口
波越入口,ja-Hrkt,なんごういりくち
白馬渓,ja,白馬渓
白馬渓,ja-Hrkt,はくばけい
城南公園入口,ja,城南公園入口
城南公園入口,ja-Hrkt,じょうなんこうえんいりぐち
佐伯駅,en,Saiki Station
佐伯駅,ko,사이키에키
佐伯駅,zh-cn,佐伯站
佐伯駅,zh-tw,佐伯站
城南団地入口,en,Jonan Danchi Iriguchi
城南団地入口,ko,조난단치이리구치
城南団地入口,zh-cn,城南团地入口
城南団地入口,zh-tw,城南團地入口
寒田南町二丁目,en,Soda Minamimachi 2 Chome
寒田南町二丁目,ko,소다미나미마치니초메
寒田南町二丁目,zh-cn,寒田南町二丁目
寒田南町二丁目,zh-tw,寒田南町二丁目
ふじが丘西,ja,ふじが丘西
ふじが丘西,ja-Hrkt,ふじがおかにし
国分紺屋,ja,国分紺屋
国分紺屋,ja-Hrkt,こくぶこんや
国分紺屋,en,Kokubu Kon-ya
国分紺屋,ko,고쿠부콘야
国分紺屋,zh-cn,国分绀屋
国分紺屋,zh-tw,國分紺屋
こども・女性センター前,ja,こども・女性センター前
こども・女性センター前,ja-Hrkt,こども・じょせいせんたーまえ
こども・女性センター前,en,Kodomo/Josei Center Mae
こども・女性センター前,ko,고도모・조세이센터마에
こども・女性センター前,zh-cn,儿童、女性中心前
こども・女性センター前,zh-tw,兒童、女性中心前
上の地,ja,上の地
上の地,ja-Hrkt,うえのじ
上の地,en,Uenoji
上の地,ko,우에노지
上の地,zh-cn,上之地
上の地,zh-tw,上之地
田尻ＧＨ東,en,Tajiri Green Heights Higashi
田尻ＧＨ東,ko,다지리그린하이츠히가시
田尻ＧＨ東,zh-cn,田尻绿地住宅区东
田尻ＧＨ東,zh-tw,田尻綠地公寓東
大野,en,Ono [Yonouzu]
大野,ko,오노 [요노즈]
大野,zh-cn,大野［米水津］
大野,zh-tw,大野［米水津］
大南団地北,ja,大南団地北
大南団地北,ja-Hrkt,だいなんだんちきた
変電所正門前,ja,変電所正門前
変電所正門前,ja-Hrkt,へんでんしょせいもんまえ
変電所正門前,en,Hendensho Seimon Mae
変電所正門前,ko,헨덴쇼세이몬마에
変電所正門前,zh-cn,变电所正门前
変電所正門前,zh-tw,變電所正門前
日吉公園前,ja,日吉公園前
日吉公園前,ja-Hrkt,ひよしこうえんまえ
小野市保育所前,ja,小野市保育所前
小野市保育所前,ja-Hrkt,おのいちほいくしょまえ
小野市保育所前,en,Onoichi Hoikusho mae
小野市保育所前,ko,오노이치호이쿠쇼마에
小野市保育所前,zh-cn,小野市保育所前
小野市保育所前,zh-tw,小野市保育所前
下り松,ja,下り松
下り松,ja-Hrkt,さがりまつ
明野中町,en,Akeno Nakamachi
明野中町,ko,아케노나카마치
明野中町,zh-cn,明野中町
明野中町,zh-tw,明野中町
敷戸中央,en,Shikido Chuo
敷戸中央,ko,시키도추오
敷戸中央,zh-cn,敷户中央
敷戸中央,zh-tw,敷戶中央
粟嶋神社前,ja,粟嶋神社前
粟嶋神社前,ja-Hrkt,あわしまじんじゃまえ
粟嶋神社前,en,Awashima Jinja mae
粟嶋神社前,ko,아와시마진자마에
粟嶋神社前,zh-cn,粟嶋神社前
粟嶋神社前,zh-tw,粟嶋神社前
大向,en,Omukai
大向,ko,오무카이
大向,zh-cn,大向
大向,zh-tw,大向
中央通り②,ja,中央通り②
中央通り②,ja-Hrkt,ちゅうおうどおり
中央通り②,en,Chuo Dori ②[Tokiwa Mae 2]
中央通り②,ko,추오도리② [토키와마에2]
中央通り②,zh-cn,中央通②［ＴＯＫＩＷＡ前２］
中央通り②,zh-tw,中央通②［ＴＯＫＩＷＡ前２］
真光寺,en,Shinkoji
真光寺,ko,신코지
真光寺,zh-cn,真光寺
真光寺,zh-tw,真光寺
中央通り③,ja,中央通り③
中央通り③,ja-Hrkt,ちゅうおうどおり
中央通り③,en,Chuo Dori ③[Tokiwa Kaikan Iriguchi 3]
中央通り③,ko,추오도리③ [토키와카이칸이리구치3]
中央通り③,zh-cn,中央通③［ＴＯＫＩＷＡ会馆入口３］
中央通り③,zh-tw,中央通③［ＴＯＫＩＷＡ會館入口３］
長津留,ja,長津留
長津留,ja-Hrkt,ながづる
ガレリア竹町西,ja,ガレリア竹町西
ガレリア竹町西,ja-Hrkt,がれりあたけまちにし
岡山入口,en,Okayama Iriguchi
岡山入口,ko,오카야마이리구치
岡山入口,zh-cn,岡山入口
岡山入口,zh-tw,冈山入口
岡の下,ja,岡の下
岡の下,ja-Hrkt,おかのしも
竹町,ja,竹町
竹町,ja-Hrkt,たけまち
田尻ＧＨ中央,ja,田尻ＧＨ中央
田尻ＧＨ中央,ja-Hrkt,たじりぐりーんはいつちゅうおう
田尻ＧＨ中央,en,Tajiri Green Heights Chuo
田尻ＧＨ中央,ko,다지리그린하이츠추오
田尻ＧＨ中央,zh-cn,田尻绿地住宅区中央
田尻ＧＨ中央,zh-tw,田尻綠地公寓中央
常行北,en,Tsuneyuki Kita
常行北,ko,쓰네유키키타
常行北,zh-cn,常行北
常行北,zh-tw,常行北
内平,ja,内平
内平,ja-Hrkt,うちびら
内平,en,Uchibira
内平,ko,우치비라
内平,zh-cn,内平
内平,zh-tw,內平
明野中央病院前,en,Akeno Chuo Byoin Mae
明野中央病院前,ko,아케노추오뵤인마에
明野中央病院前,zh-cn,明野中央医院前
明野中央病院前,zh-tw,明野中央醫院前
家畜市場,ja-Hrkt,かちくいちば
家畜市場,en,Kachiku Ichiba
家畜市場,ko,가치쿠이치바
家畜市場,zh-cn,家畜市场
家畜市場,zh-tw,家畜市場
サンリブわさだ前,en,Sunlive Wasada Mae
サンリブわさだ前,ko,선리부와사다마에
サンリブわさだ前,zh-cn,ＳＵＮＬＩＶＥ稙田前
サンリブわさだ前,zh-tw,ＳＵＮＬＩＶＥ稙田前
羽屋入口,en,Haya Iriguchi
羽屋入口,ko,하야이리구치
羽屋入口,zh-cn,羽屋入口
羽屋入口,zh-tw,羽屋入口
廻栖,en,Megusu
廻栖,ko,메구스
廻栖,zh-cn,回栖
廻栖,zh-tw,迴栖
稲葉,en,Inaba
稲葉,ko,이나바
稲葉,zh-cn,稻叶
稲葉,zh-tw,稻葉
松岡,ja,松岡
松岡,ja-Hrkt,まつおか
山口,ja,山口
山口,ja-Hrkt,やまぐち
鶴見地区公民館前,ja,鶴見地区公民館前
鶴見地区公民館前,ja-Hrkt,つるみちくこうみんかんまえ
鶴見地区公民館前,en,Tsurumi Chiku Kominkan Mae
鶴見地区公民館前,ko,쓰루미치쿠코민칸마에
鶴見地区公民館前,zh-cn,鶴見地區公民館前
鶴見地区公民館前,zh-tw,鹤见地区公民馆前
萌葱台中央,en,Moegidai Chuo
萌葱台中央,ko,모에기다이추오
萌葱台中央,zh-cn,萌葱台中央
萌葱台中央,zh-tw,萌蔥台中央
明野北町,ja,明野北町
明野北町,ja-Hrkt,あけのきたまち
明野北町,en,Akeno Kitamachi [Akeno Kitashogawa]
明野北町,ko,아케노키타마치 [아케노키타쇼가와]
明野北町,zh-cn,明野北町［明野北小侧］
明野北町,zh-tw,明野北町［明野北小側］
灘,ja,灘
灘,ja-Hrkt,なだ
灘,en,Nada
灘,ko,나다
灘,zh-cn,灘
灘,zh-tw,滩
大迫,en,Osako [Oita]
大迫,ko,오사코 [오이타]
大迫,zh-cn,大迫［大分］
大迫,zh-tw,大迫［大分］
望月,ja,望月
望月,ja-Hrkt,もちづき
望月,en,Mochizuki
望月,ko,모치즈키
望月,zh-cn,望月
望月,zh-tw,望月
下角の前,ja,下角の前
下角の前,ja-Hrkt,しもすみのまえ
下角の前,en,Shimo Suminomae
下角の前,ko,시모스미노마에
下角の前,zh-cn,下角之前
下角の前,zh-tw,下角之前
吉野,ja,吉野
吉野,ja-Hrkt,よしの
吉野,en,Yoshino
吉野,ko,요시노
吉野,zh-cn,吉野
吉野,zh-tw,吉野
藤小野,ja,藤小野
藤小野,ja-Hrkt,ふじおの
藤小野,en,Fujiono
藤小野,ko,후지오노
藤小野,zh-cn,藤小野
藤小野,zh-tw,藤小野
大東団地入口,en,Daito Danchi Iriguchi
大東団地入口,ko,다이토단치이리구치
大東団地入口,zh-cn,大东团地入口
大東団地入口,zh-tw,大東團地入口
越ノ浦,ja,越ノ浦
越ノ浦,ja-Hrkt,こえのうら
越ノ浦,en,Koenoura
越ノ浦,ko,고에노우라
越ノ浦,zh-cn,越之浦
越ノ浦,zh-tw,越之浦
金池南２丁目,en,Kanaike Minami 2 Chome
金池南２丁目,ko,가나이케미나미니초메
金池南２丁目,zh-cn,金池南２丁目
金池南２丁目,zh-tw,金池南２丁目
滝尾保養院前,ja,滝尾保養院前
滝尾保養院前,ja-Hrkt,たきおほよういんまえ
石丸,en,Ishimaru
石丸,ko,이시마루
石丸,zh-cn,石丸
石丸,zh-tw,石丸
浦代東,ja,浦代東
浦代東,ja-Hrkt,うらしろひがし
浦代東,en,Urashiro Higashi
浦代東,ko,우라시로히가시
浦代東,zh-cn,浦代东
浦代東,zh-tw,浦代東
上市,ja,上市
上市,ja-Hrkt,かみいち
八坂,ja,八坂
八坂,ja-Hrkt,やさか
宮河内団地四丁目,ja,宮河内団地四丁目
宮河内団地四丁目,ja-Hrkt,みやかわちだんちよんちょうめ
宮河内団地四丁目,en,Miyakawachi Danchi 4 Chome
宮河内団地四丁目,ko,미야카와치단치욘초메
宮河内団地四丁目,zh-cn,宫河内团地四丁目
宮河内団地四丁目,zh-tw,宮河內團地四丁目
平野入口,en,Hirano Iriguchi
平野入口,ko,히라노이리구치
平野入口,zh-cn,平野入口
平野入口,zh-tw,平野入口
塩見園,ja,塩見園
塩見園,ja-Hrkt,しおみぞの
塩見園,en,Shiomizono
塩見園,ko,시오미조노
塩見園,zh-cn,盐见园
塩見園,zh-tw,鹽見園
大地ヶ浦,ja,大地ヶ浦
大地ヶ浦,ja-Hrkt,おちがうら
辻,ja,辻
辻,ja-Hrkt,つじ
辻,en,Tsuji [Usuki]
辻,ko,쓰지 [우스키]
辻,zh-cn,辻［臼杵］
辻,zh-tw,辻［臼杵］
横塚東,en,Yokotsuka Higashi
横塚東,ko,요코쓰카히가시
横塚東,zh-cn,横冢东
横塚東,zh-tw,橫塚東
波越,ja,波越
波越,ja-Hrkt,なんごう
波越,en,Nango
波越,ko,난고
波越,zh-cn,波越
波越,zh-tw,波越
陽光台南,ja,陽光台南
陽光台南,ja-Hrkt,ようこうだいみなみ
陽光台南,en,Yokodai Minami
