stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
5333 9,,入城,,32.9944891,131.6501654,5333 9,,0,,,,
5334 9,,田中神社前,,32.9896104,131.6549385,5334 9,,0,,,,
5335 9,,殿成,,32.9888209,131.6574557,5335 9,,0,,,,
5336 9,,上細枝,,32.9917364,131.6696597,5336 9,,0,,,,
5337 9,,細枝,,32.994297,131.6726636,5337 9,,0,,,,
5338 9,,大山,,32.9968467,131.6738839,5338 9,,0,,,,
5339 9,,折立,,32.9984605,131.6766268,5339 9,,0,,,,
5340 9,,奥畑,,33.0005143,131.6792102,5340 9,,0,,,,
5341 9,,椎原,,33.004326,131.680038,5341 9,,0,,,,
5342 9,,野津第一内科,,33.0409905,131.6888671,5342 9,,0,,,,
5343 9,,Ａコープのつ,,33.03784206,131.6893324,5343 9,,0,,,,
5344 9,,東光寺中道,,33.01149513,131.642002,5344 9,,0,,,,
5352 9,,十文,,33.005695,131.7111991,5352 9,,0,,,,
5353 9,,仲野,,32.9964817,131.7089182,5353 9,,0,,,,
5354 9,,岩屋,,32.9923462,131.7084009,5354 9,,0,,,,
5355 9,,下津留,,32.9909058,131.7056807,5355 9,,0,,,,
5356 9,,豊倉,,32.9884241,131.7011162,5356 9,,0,,,,
5357 9,,長谷,,32.9855171,131.6990757,5357 9,,0,,,,
5358 9,,戸屋平,,32.978935,131.699066,5358 9,,0,,,,
5359 1,,白岩,,32.9717732,131.6881407,5359 1,,0,,,,
5359 9,,白岩,,32.9718385,131.6881528,5359 9,,0,,,,
5361 1,,辻,,33.1201343,131.7998918,5361 1,,0,,,,
5626 9,,観光交流プラザ,,33.1204959,131.8002917,5626 9,,0,,,,
7014 1,,菅尾駅前,,33.013233,131.617493,7014 1,,0,,,,
7014 2,,菅尾駅前,,33.013233,131.617493,7014 2,,0,,,,
